"","GEOID","Goal3.4.1.1","Goal3.4.1.2","Goal3.4.1.3","Goal2.2","Goal3.5.1.3","Goal2.1","Goal5.1","Goal10.2","Goal10.3","Goal.341","Goal.2","Goal.3","Goal.5","Goal.10","Culture"
"1","42003010300",87.7777777777778,93.4673366834171,86.9565217391304,65.3125,13.8755980861244,60.7438016528926,47.06222808586,25.4127568661829,81.7158802601159,89.4005454001084,63.0281508264463,51.6380717431164,47.06222808586,53.5643185631494,53.823192304643
"2","42003020100",58.8888888888889,85.427135678392,80,82.1875,22.4880382775119,92.9752066115702,9.92094766181401,29.4631370218142,99.2873028487684,74.7720081890936,87.5813533057851,48.6300232333028,9.92094766181401,64.3752199352913,52.6268860340483
"3","42003020300",57.7777777777778,91.9597989949749,87.3913043478261,84.375,14.8325358851675,94.6280991735537,54.6888007264051,47.6704622769124,92.3285689900179,79.0429603735262,89.5015495867769,46.9377481293469,54.6888007264051,69.9995156334651,65.2819035189985
"4","42003030500",33.3333333333333,58.7939698492462,19.5652173913043,22.8125,85.6459330143541,34.297520661157,85.5172776821056,15.360850108716,10.3169931564159,37.2308401912946,28.5550103305785,61.4383866028244,85.5172776821056,12.838921632566,47.0873990620186
"5","42003040200",73.3333333333333,85.929648241206,73.0434782608696,65.625,48.8038277511962,34.297520661157,0.279789169212796,11.7178115991284,51.2697437194852,77.435486611803,49.9612603305785,63.1196571814996,0.279789169212796,31.4937776593068,36.2136210851494
"6","42003040400",37.7777777777778,73.3668341708543,76.0869565217391,98.75,60.7655502392344,100,0,14.3528749528318,83.503134533371,62.4105228234571,99.375,61.5880365313458,0,48.9280047431014,52.4727603186118
"7","42003040500",90,92.964824120603,91.7391304347826,78.125,39.7129186602871,95.8677685950413,100,25.4644124731259,91.6666222859252,91.5679848517952,86.9963842975207,65.6404517560411,100,58.5655173795255,77.8005883582718
"8","42003040600",85.5555555555556,91.4572864321608,90.8695652173913,81.5625,28.2296650717703,96.6942148760331,84.6056916316838,21.9403790993713,95.9390549769676,89.2941357350359,89.1283574380165,58.7619004034031,84.6056916316838,58.9397170381695,72.8589166278182
"9","42003040900",63.3333333333333,79.8994974874372,70,65.3125,42.5837320574163,83.0578512396694,100,17.7017674037873,85.1043739964588,71.0776102735902,74.1851756198347,56.8306711655032,100,51.403070700123,70.6047293713652
"10","42003050100",30,51.7587939698492,4.78260869565217,9.99999999999999,92.3444976076555,17.3553719008264,100,22.4192857702467,8.42401050345942,28.8471342218338,13.6776859504132,60.5958159147447,100,15.421648136853,47.4237875005027
"11","42003050600",18.8888888888889,61.8090452261307,35.6521739130435,42.5,81.8181818181818,62.8099173553719,,21.1801224918399,22.5452589436502,38.7833693426877,52.6549586776859,60.3007755804348,,21.862690717745,44.9394749919552
"12","42003050900",44.4444444444444,51.7587939698492,6.52173913043478,0.312499999999982,98.5645933014354,16.9421487603306,100,26.7881184086398,2.96405226068516,34.2416591815762,8.62732438016528,66.4031262415058,100,14.8760853346625,47.4766339890834
"13","42003051000",72.2222222222222,80.4020100502512,59.1304347826087,50,45.933014354067,43.3884297520661,100,13.6537945762208,54.5294628346331,70.5848890183607,46.6942148760331,58.2589516862138,100,34.0916287054269,59.7611988169185
"14","42003051100",70,82.4120603015075,51.7391304347826,24.6875,69.8564593301436,7.85123966942148,,41.9940731480735,,68.0503969120967,16.2693698347107,68.9534281211201,,41.9940731480735,42.4056237013015
"15","42003060300",42.2222222222222,78.391959798995,71.304347826087,65,35.8851674641148,75.6198347107438,72.3083285970613,29.3330667112541,99.9473780936407,63.9728432824347,70.3099173553719,49.9290053732748,72.3083285970613,64.6402224024474,64.2968684320388
"16","42003060500",33.3333333333333,72.3618090452261,67.3913043478261,62.8125,43.0622009569378,80.1652892561983,100,28.4687538287355,86.4449873802649,57.6954822421285,71.4888946280992,50.3788415995332,100,57.4568706045002,69.8311517080331
"17","42003070300",50,86.4321608040201,85.2173913043478,94.375,22.4880382775119,97.1074380165289,93.6585098586634,32.7981559273931,92.0882846232589,73.8831840361226,95.7412190082645,48.1856111568173,93.6585098586634,62.443220275326,75.0071400747678
"18","42003070500",73.3333333333333,94.4723618090452,92.1739130434783,92.5,18.1818181818182,95.0413223140496,96.0908251045632,27.905734053202,92.3848696051273,86.6598693952856,93.7706611570248,52.4208437885519,96.0908251045632,60.1453018291647,75.6069079698261
"19","42003070600",56.6666666666667,89.9497487437186,88.2608695652174,92.8125,21.0526315789474,97.5206611570248,69.2789388760038,33.4781827030273,99.9271663855984,78.2924283252009,95.1665805785124,49.6725299520741,69.2789388760038,66.7026745443128,70.2051809877258
"20","42003070800",58.8888888888889,88.9447236180904,86.0869565217391,88.75,30.1435406698565,100,78.5651614683213,33.0907369349892,92.6190807214847,77.9735230095728,94.375,54.0585318397146,78.5651614683213,62.8549088282369,72.4634005340682
"21","42003070900",61.1111111111111,85.929648241206,82.6086956521739,91.25,45.4545454545454,96.6942148760331,100,11.0623665343628,68.9014093474938,76.5498183348303,93.9721074380165,61.0021818946879,100,39.9818879409283,73.7390443184082
"22","42003080200",35.5555555555556,76.3819095477387,73.9130434782609,72.1875,33.4928229665072,74.7933884297521,80.5042395447482,31.5121554810868,79.5314154887845,61.950169527185,73.490444214876,47.7214962468461,80.5042395447482,55.5217854849357,64.3094913728515
"23","42003080400",62.2222222222222,86.4321608040201,82.1739130434783,79.375,29.6650717703349,19.8347107438017,100,25.8455833998011,94.1396198445808,76.9427653565735,49.6048553719008,53.3039185634542,100,59.992601622191,65.7253438893865
"24","42003080600",56.6666666666667,88.4422110552764,84.7826086956522,83.125,14.8325358851675,45.8677685950413,85.3981822511307,33.12460843745,87.4538834785388,76.6304954725317,64.4963842975207,45.7315156788496,85.3981822511307,60.2892459579944,63.9788320463738
"25","42003080700",63.3333333333333,88.9447236180904,81.304347826087,78.125,31.5789473684211,1.2396694214876,100,35.7940068650307,82.912983281198,77.8608015925036,39.6823347107438,54.7198744804623,100,59.3534950731144,63.4389260660801
"26","42003080900",47.7777777777778,83.9195979899498,80.4347826086957,79.375,28.7081339712919,11.1570247933884,54.1591437151595,43.0144954403164,95.7970587230581,70.7107194588077,45.2660123966942,49.7094267150498,54.1591437151595,69.4057770816873,54.6350899771477
"27","42003090100",34.4444444444445,78.391959798995,75.2173913043478,73.4375,33.9712918660287,3.30578512396694,90.0228988175384,33.8792658327348,79.5614873566698,62.6845985159291,38.3716425619835,48.3279451909789,90.0228988175384,56.7203765947023,58.3607157913008
"28","42003090200",14.4444444444444,68.8442211055276,66.9565217391304,73.4375,51.1961722488038,81.404958677686,78.6705266448717,36.8117729955458,90.5427769938634,50.0817290963675,77.421229338843,50.6389506725857,78.6705266448717,63.6772749947046,67.6019954127512
"29","42003090300",38.8888888888889,73.8693467336683,67.8260869565217,65,44.9760765550239,88.4297520661157,92.4476624017632,39.8125287728223,100,60.1947741930263,76.7148760330578,52.5854253740251,92.4476624017632,69.9062643864111,72.9135570488143
"30","42003100500",26.6666666666667,69.3467336683417,43.4782608695652,43.125,71.2918660287081,70.6611570247934,94.3904999842673,30.9084304187191,38.429560915999,46.4972204015245,56.8930785123967,58.8945432151163,94.3904999842673,34.6689956673591,61.2117793447849
"31","42003101100",46.6666666666667,80.9045226130653,75.2173913043478,66.25,33.4928229665072,8.67768595041323,86.8958438719891,36.0483704334634,99.1312309532722,67.5961935280266,37.4638429752066,50.5445082472669,86.8958438719891,67.5898006933678,60.6234989469576
"32","42003101400",31.1111111111111,76.3819095477387,71.304347826087,68.125,43.0622009569378,4.54545454545454,86.6945479656658,39.420502599707,91.4670172896769,59.5991228283122,36.3352272727273,51.330661892625,86.6945479656658,65.4437599446919,59.9510492689275
"33","42003101600",50,66.3316582914573,25.6521739130435,8.43749999999999,84.688995215311,18.1818181818182,64.7057788968282,20.3121129914134,8.63347235436235,47.3279440681669,13.3096590909091,66.008469641739,64.7057788968282,14.4727926728879,39.624175075591
"34","42003101700",42.2222222222222,67.8391959798995,35.6521739130435,26.5625,79.4258373205742,52.4793388429752,100,30.8492483771844,36.5461646915616,48.5711973717217,39.5209194214876,63.9985173461479,100,33.697706534373,59.3042858255021
"35","42003101800",23.3333333333333,74.8743718592965,68.2608695652174,68.75,44.9760765550239,69.0082644628099,80.7938889540509,36.2464267050665,91.7501312264745,55.4895249192824,68.879132231405,50.2328007371532,80.7938889540509,63.9982789657705,65.9760252220949
"36","42003110200",45.5555555555556,80.4020100502512,69.5652173913043,61.875,44.9760765550239,92.9752066115702,75.5337150572172,31.0153926169654,77.6683901401131,65.174260999037,77.4251033057851,55.0751687770305,75.5337150572172,54.3418913785393,65.593969629643
"37","42003110600",33.3333333333333,77.8894472361809,69.5652173913043,68.125,49.7607655502392,1.2396694214876,73.3641984553764,28.3167213144058,98.0243921018937,60.2626659869395,34.6823347107438,55.0117157685894,73.3641984553764,63.1705567081498,56.5572014107148
"38","42003111300",44.4444444444444,77.8894472361809,55.6521739130435,47.1875,61.7224880382775,58.6776859504132,100,22.9538888263699,53.2564702001193,59.3286885312229,52.9325929752066,60.5255882847502,100,38.1051795132446,62.8908401933003
"39","42003111400",44.4444444444444,71.356783919598,38.695652173913,30.3125,70.3349282296651,37.1900826446281,63.583556524727,19.9744269697352,24.5508373354746,51.4989601793185,33.751291322314,60.9169442044918,63.583556524727,22.2626321526049,45.1286060510344
"40","42003111500",38.8888888888889,66.3316582914573,36.0869565217391,35.625,76.555023923445,44.2148760330578,98.678053060932,29.7011533120615,33.3530676471505,47.1025012340284,39.9199380165289,61.8287625787367,98.678053060932,31.527110479606,57.9884660339509
"41","42003120300",34.4444444444445,59.2964824120603,14.3478260869565,11.25,91.3875598086124,43.801652892562,100,33.1176684573441,13.2376102040151,36.0295843144871,27.525826446281,63.7085720615498,100,23.1776393306796,53.6030094596276
"42","42003120400",35.5555555555556,50.7537688442211,0,0,95.6937799043062,27.6859504132231,,21.8505919462202,5.01842558981166,28.7697747999256,13.8429752066116,62.2317773521159,,13.4345087680159,29.8364204422478
"43","42003120700",24.4444444444444,54.7738693467337,11.3043478260869,19.0625,92.3444976076555,30.1652892561983,98.2267722276118,45.2928854067411,0,30.1742205390884,24.6138946280992,61.2593590733719,98.2267722276118,22.6464427033705,51.6866171581134
"44","42003120800",20,37.1859296482412,0.434782608695639,13.125,97.1291866028708,26.8595041322314,,20.1992095211184,25.8776352187458,19.2069040856456,19.9922520661157,58.1680453442582,,23.0384223699321,33.7329065934353
"45","42003130100",43.3333333333333,56.7839195979899,13.0434782608696,5.31249999999999,91.3875598086124,16.1157024793388,100,30.766353514755,2.13844458279268,37.7202437307309,10.7141012396694,64.5539017696717,100,16.4523990487738,47.9301005145287
"46","42003130200",43.3333333333333,64.8241206030151,23.0434782608696,15,84.2105263157895,35.1239669421488,87.7837098293846,19.7448647540836,5.02819250090251,43.7336440657393,25.0619834710744,63.9720851907644,87.7837098293846,12.386528627493,47.3010767796791
"47","42003130300",23.3333333333333,54.2713567839196,11.3043478260869,18.75,92.3444976076555,29.3388429752066,100,26.741588615478,3.18806128648154,29.6363459811133,24.0444214876033,60.9904217943844,100,14.9648249509798,49.9999170582419
"48","42003130400",40,58.7939698492462,16.0869565217391,11.5625,90.9090909090909,35.5371900826446,,25.4355074522879,5.38477977670324,38.2936421236618,23.5498450413223,64.6013665163763,,15.4101436144956,34.5204517240647
"49","42003130600",40,61.3065326633166,21.304347826087,15.9375,88.0382775119617,23.1404958677686,100,18.9484222458146,6.32039511317023,40.8702934964678,19.5389979338843,64.4542855042148,100,12.6344086794924,49.1569230293979
"50","42003140100",70,89.9497487437186,89.1304347826087,100,21.0526315789474,66.1157024793389,54.7725463331041,50.0158627295497,82.8184226714856,83.0267278421091,83.0578512396694,52.0396797105282,54.7725463331041,66.4171427005176,64.0718049959548
"51","42003140200",56.6666666666667,86.9346733668342,84.3478260869565,93.125,38.2775119617225,45.4545454545455,6.85319117256411,25.8548844416975,99.7342846933488,75.9830553734858,69.2897727272727,57.1302836676041,6.85319117256411,62.7945845675231,49.016958033741
"52","42003140300",30,82.9145728643216,81.304347826087,89.6875,33.9712918660287,93.3884297520661,52.9038117981215,45.8068806491106,97.7584929310808,64.7396402301362,91.5379648760331,49.3554660480824,52.9038117981215,71.7826867900957,66.3949823780832
"53","42003140400",22.2222222222222,80.9045226130653,77.8260869565217,84.6875,42.1052631578947,95.4545454545455,39.4452333247091,51.3545572204005,95.04190067594,60.3176105972698,90.0710227272727,51.2114368775822,39.4452333247091,73.1982289481703,63.4814804694336
"54","42003140500",43.3333333333333,81.9095477386935,62.6086956521739,59.0625,52.1531100478469,89.6694214876033,68.2215575609798,40.6118851158588,68.5225319928602,62.6171922414002,74.3659607438017,57.3851511446236,68.2215575609798,54.5672085543595,63.6349695009411
"55","42003140600",32.2222222222222,80.9045226130653,75.6521739130435,75.9375,41.1483253588517,30.9917355371901,61.3209201135459,37.4486102850893,92.3092828305171,62.9263062494437,53.464617768595,52.0373158041477,61.3209201135459,64.8789465578032,57.925450061023
"56","42003140800",41.1111111111111,83.9195979899498,80.8695652173913,86.875,34.9282296650718,3.71900826446281,29.7373863852253,30.8027678985537,97.1220092297415,68.6334247728174,45.2970041322314,51.7808272189446,29.7373863852253,63.9623885641476,47.6944015751372
"57","42003141000",30,83.9195979899498,80.8695652173913,85,29.6650717703349,67.3553719008264,39.7130897956621,44.0411338433778,79.2321772884101,64.9297210691137,76.1776859504132,47.2973964197243,39.7130897956621,61.6366555658939,56.2062069329234
"58","42003141100",18.8888888888889,73.8693467336683,70.8695652173913,74.6875,44.4976076555024,0.826446280991733,51.2026626579755,41.0951773952311,87.4275694478699,54.5426002799828,37.7569731404959,49.5201039677426,51.2026626579755,64.2613734215505,50.6852782969411
"59","42003141300",36.6666666666667,78.894472361809,76.9565217391304,86.25,44.0191387559809,13.2231404958678,58.3634703937652,28.3689930364546,80.7825395042193,64.1725535892021,49.7365702479339,54.0958461725915,58.3634703937652,54.5757662703369,54.1929132711569
"60","42003141400",21.1111111111111,76.3819095477387,75.6521739130435,85.3125,45.4545454545454,33.8842975206612,48.2441176449766,29.6438341913141,99.3034796278852,57.7150648572978,59.5983987603306,51.5848051559216,48.2441176449766,64.4736569095996,55.9752446177071
"61","42003151600",30,77.3869346733668,75.2173913043478,75.3125,31.1004784688995,9.91735537190083,66.1234250429673,46.6357834474759,86.3174296892306,60.8681086592382,42.6149276859504,45.9842935640689,66.1234250429673,66.4766065683532,55.299813215335
"62","42003151700",35.5555555555556,80.4020100502512,76.9565217391304,78.4375,32.0574162679426,8.26446280991735,100,37.8125672993094,85.7133989400428,64.3046957816457,43.3509814049587,48.1810560247942,100,61.7629831196761,63.3237551373572
"63","42003160800",46.6666666666667,77.8894472361809,74.3478260869565,67.8125,29.6650717703349,70.2479338842975,100,28.1034418861921,93.7468912266743,66.3013133299347,69.0302169421488,47.9831925501348,100,60.9251665564332,69.4846440121792
"64","42003160900",52.2222222222222,82.9145728643216,80.8695652173913,78.125,24.8803827751196,78.9256198347107,66.1283850163628,28.7324006564917,86.8778780581769,72.0021201013117,78.5253099173554,48.4412514382157,66.1283850163628,57.8051393573343,62.725021432317
"65","42003170200",58.8888888888889,85.929648241206,85.2173913043478,80.625,14.8325358851675,2.06611570247934,92.2275187929007,29.3327833255558,84.5206715120942,76.6786428114809,41.3455578512397,45.7555893483242,92.2275187929007,56.926727418825,59.0638483528224
"66","42003170600",46.6666666666667,78.391959798995,75.6521739130435,71.875,23.444976076555,76.8595041322314,73.3140305679181,29.4434256746351,83.2738826910284,66.903600126235,74.3672520661157,45.174288101395,73.3140305679181,56.3586541828318,62.3035562295652
"67","42003180300",44.4444444444444,68.3417085427136,52.6086956521739,37.5,59.8086124401914,22.7272727272727,56.028517324703,33.1796131329412,55.6421692559447,55.1316162131106,30.1136363636364,57.470114326651,56.028517324703,44.410891194443,47.0057898023583
"68","42003180700",51.1111111111111,78.894472361809,73.4782608695652,62.1875,31.1004784688995,71.0743801652893,100,34.2877725274646,91.6642105694052,67.8279481141618,66.6309400826446,49.4642132915307,100,62.9759915484349,69.7677862306525
"69","42003190300",32.2222222222222,77.8894472361809,76.0869565217391,79.6875,30.1435406698565,30.5785123966942,78.0636710086764,38.9287486629328,82.8410898895713,62.0662086600474,55.1330061983471,46.1048746649519,78.0636710086764,60.884919276252,60.0466177870569
"70","42003191100",31.1111111111111,75.8793969849246,73.4782608695652,75,33.0143540669857,12.8099173553719,66.8822268400025,34.7918883886848,83.734878402315,60.156256321867,43.904958677686,46.5853051944263,66.8822268400025,59.2633833954999,54.1589685269036
"71","42003191400",40,77.3869346733668,74.3478260869565,71.5625,31.5789473684211,76.0330578512397,56.8380481272589,30.8601604954169,89.9245460013151,63.9115869201078,73.7977789256198,47.7452671442644,56.8380481272589,60.392353248366,59.6933618613773
"72","42003191500",43.3333333333333,77.8894472361809,73.4782608695652,68.125,30.622009569378,90.0826446280992,93.6729133858394,40.0067124686704,96.1834364749127,64.9003471463598,79.1038223140496,47.7611783578689,93.6729133858394,68.0950744717915,72.1582471323874
"73","42003191600",38.8888888888889,73.3668341708543,67.3913043478261,60,41.1483253588517,87.1900826446281,69.660110135695,46.5880790337464,99.8185371880942,59.8823424691897,73.595041322314,50.5153339140207,69.660110135695,73.2033081109203,66.7434483707375
"74","42003191700",28.8888888888889,74.3718592964824,70.8695652173913,69.0625,39.2344497607655,88.8429752066116,74.0531471857091,36.9795453788543,91.4761641314853,58.0434378009209,78.9527376033058,48.6389437808432,74.0531471857091,64.2278547551698,66.468170831257
"75","42003191800",27.7777777777778,73.8693467336683,70.8695652173913,69.375,36.8421052631579,88.0165289256198,75.3503610349197,44.8083422269287,86.6486341009282,57.5055632429458,78.6957644628099,47.1738342530519,75.3503610349197,65.7284881639284,66.7371119786775
"76","42003191900",32.2222222222222,75.8793969849246,72.1739130434783,67.8125,36.3636363636364,81.8181818181818,57.500519413149,42.1458023950024,96.1033668306796,60.0918440835417,74.8153409090909,48.227740223589,57.500519413149,69.124584612841,62.4170462896675
"77","42003192000",24.4444444444444,69.3467336683417,65.6521739130435,65.3125,46.88995215311,85.9504132231405,71.5630509791119,33.3307022851378,98.3416179155478,53.1477840086099,75.6314566115703,50.01886808086,71.5630509791119,65.8361601003428,65.7623839429712
"78","42003202200",34.4444444444445,68.3417085427136,54.7826086956522,46.875,61.7224880382775,42.1487603305785,55.5588847082166,36.5941011062312,65.1123174224169,52.5229205609367,44.5118801652893,57.1227042996071,55.5588847082166,50.8532092643241,52.0116696093592
"79","42003202300",26.6666666666667,76.3819095477387,75.2173913043478,80,34.4497607655502,19.8347107438017,87.0507387035722,42.5738382324689,96.231312947356,59.4219891729177,49.9173553719008,46.935874969234,87.0507387035722,69.4025755899125,63.3266361586549
"80","42003210700",42.2222222222222,73.3668341708543,42.6086956521739,32.5,68.4210526315789,52.8925619834711,46.2986789782571,28.2385329838478,38.9062729161371,52.7325840150835,42.6962809917355,60.5768183233312,46.2986789782571,33.5724029499924,45.7860453108291
"81","42003220600",42.2222222222222,76.3819095477387,60.8695652173913,56.875,43.5406698564593,76.4462809917355,100,24.6207962917938,80.1800540196408,59.8245656624507,66.6606404958678,51.682617759455,100,52.4004251557173,67.68592085276
"82","42003240600",40,78.894472361809,73.9130434782609,68.4375,33.0143540669857,80.9917355371901,90.461242825841,30.5195826060854,98.9584968857698,64.26917194669,74.714617768595,48.6417630068378,90.461242825841,64.7390397459276,69.6391658368004
"83","42003241200",34.4444444444445,67.3366834170854,59.5652173913044,51.875,45.933014354067,41.7355371900827,100,30.8081110594303,99.5893844099583,53.7821150842781,46.8052685950413,49.8575647191725,100,65.1987477346943,65.465395262227
"84","42003250300",51.1111111111111,74.3718592964824,51.304347826087,37.8125,57.8947368421053,57.4380165289256,43.2278435966373,29.4770869719263,73.8267271878103,58.9291060778935,47.6252582644628,58.4119214599994,43.2278435966373,51.6519070798683,50.2292326002419
"85","42003250700",52.2222222222222,69.3467336683417,39.1304347826087,20.625,76.555023923445,17.7685950413223,100,22.8623094492486,24.1698713740806,53.5664635577242,19.1967975206611,65.0607437405846,100,23.5160904116646,51.9434079182276
"86","42003250900",46.6666666666667,73.8693467336683,56.9565217391304,43.75,56.9377990430622,29.7520661157025,96.7940926146129,22.5487405057857,48.8286449638827,59.1641783798218,36.7510330578512,58.050988711442,96.7940926146129,35.6886927348342,56.8212017796851
"87","42003260200",37.7777777777778,73.3668341708543,63.4782608695652,56.25,45.4545454545454,59.9173553719008,93.0984352307961,36.9655038942359,88.7092501833876,58.2076242727324,58.0836776859504,51.8310848636389,93.0984352307961,62.8373770388118,66.4626437047993
"88","42003260700",43.3333333333333,81.4070351758794,71.7391304347826,62.8125,35.8851674641148,86.3636363636364,58.3568688435641,37.9388336650886,75.9884647408846,65.4931663146651,74.5880681818182,50.68916688939,58.3568688435641,56.9636492029866,60.1494382794397
"89","42003260900",43.3333333333333,52.7638190954774,8.69565217391305,0,100,7.02479338842975,100,23.9912979873642,2.22107457859375,34.9309348675746,3.51239669421488,67.4654674337873,100,13.106186282979,46.0210126027453
"90","42003261200",21.1111111111111,73.8693467336683,68.695652173913,69.6875,41.1483253588517,48.3471074380165,76.9296053092203,51.6531735806718,88.2731270960744,54.5587033395642,59.0173037190083,47.8535143492079,76.9296053092203,69.9631503383731,63.4408934289524
"91","42003261400",30,59.2964824120603,29.5652173913043,26.25,82.2966507177034,50,65.3487206913724,28.6767467509686,31.0149806252523,39.6205666011215,38.125,60.9586086594124,65.3487206913724,29.8458636881104,48.5695482597238
"92","42003261500",44.4444444444444,73.3668341708543,49.1304347826087,37.8125,63.1578947368421,36.3636363636364,71.4298225516451,20.9773067374265,35.7989741530897,55.6472377993025,37.0880681818182,59.4025662680723,71.4298225516451,28.3881404452581,49.0771493616984
"93","42003262000",27.7777777777778,60.8040201005025,51.7391304347826,45.9375,63.6363636363636,42.5619834710744,63.985085511359,24.1677979875185,80.5528371027489,46.773642771021,44.2497417355372,55.2050032036923,63.985085511359,52.3603175451337,53.9500369989305
"94","42003270100",34.4444444444445,78.391959798995,71.304347826087,65.3125,38.2775119617225,86.3636363636364,53.8498058979344,45.1108100744954,91.3442589562207,61.3802506898421,75.8380681818182,49.8288813257823,53.8498058979344,68.2275345153581,61.9360724802232
"95","42003270300",25.5555555555556,62.3115577889447,51.7391304347826,48.75,63.6363636363636,54.1322314049587,62.6949323294048,35.8739149375221,74.9086557564125,46.5354145930943,51.4411157024793,55.085889114729,62.6949323294048,55.3912853469673,56.1533056233951
"96","42003270400",34.4444444444445,70.8542713567839,54.7826086956522,46.5625,55.5023923444976,55.7851239669422,100,40.9337510538771,66.4267752941168,53.3604414989602,51.1738119834711,54.4314169217289,100,53.680263173997,64.8213730197992
"97","42003270800",17.7777777777778,70.3517587939699,64.3478260869565,64.0625,52.6315789473684,85.5371900826446,96.4737246242973,32.1362004001759,94.8288423953101,50.8257875529014,74.7998450413223,51.7286832501349,96.4737246242973,63.482521397743,71.6211935783744
"98","42003271500",37.7777777777778,66.8341708542714,51.7391304347826,39.6875,60.7655502392344,52.4793388429752,100,41.8001364983116,61.3537714866701,52.1170263556106,46.0834194214876,56.4412882974225,100,51.5769539924909,63.5254154278502
